,LDP Rule,Client Rule,LDP Count,Client Count
0,"((n_edrk > 0.000) U[0,0] (edrk < 0.000))","((edrk < 0.000) U[0,0] (y = 0.000))",0.25,0.06
1,"((s8_hr < 0.000) U[0,0] (death < 0.000))","((MET > 0.000) U[0,0] (death = 0.000))",0.56,1.0
2,"((s8_hr < 0.000) U[0,0] (n_evts > 0.000))","((AF < 0.000) U[0,0] (n_evts > 0.000))",0.75,0.05
3,"((s8_hr < 0.000) U[0,0] (Sgy < 0.000))","((s8_hr < 0.000) U[0,0] (y = 0.000))",0.21,0.05
4,"((n_edrk > 0.000) U[0,0] (direct = 0.000))","((direct > 0.000) U[0,0] (n_edrk < 0.000))",0.21,0.02
5,"((n_edrk > 0.000) U[0,0] (Sgy < 0.000))","((n_edrk > 0.000) U[0,0] (y > 0.000))",0.21,0.06
6,"((s8_hr < 0.000) U[0,0] (direct = 0.000))","((direct < 0.000) U[0,0] (n_evts > 0.000))",0.21,0.05
7,"((PROTIME_INR = 0.000) U[0,0] (Sgy > 0.000))","((Sgy > 0.000) U[0,0] (y = 0.000))",0.09,0.08
8,"((PROTIME_INR = 0.000) U[0,0] (death < 0.000))","((death < 0.000) U[0,0] (MET > 0.000))",0.56,0.02
9,"F[0,0]((death < 0.000 -> s24_hr = 0.000))","F[0,0]((death < 0.000 -> y > 0.000))",0.161,0.02
10,"((n_edrk > 0.000) U[0,0] (LOS > 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.46,0.06
11,"((PROTIME_INR = 0.000) U[0,0] (Mort > 0.000))","((CHLORIDE < 0.000) U[0,0] (Mort > 0.000))",0.68,0.02
12,"((PROTIME_INR = 0.000) U[0,0] (direct < 0.000))","((direct < 0.000) U[0,0] (y = 0.000))",0.21,0.02
13,"((n_edrk > 0.000) U[0,0] (MET < 0.000))","((MET > 0.000) U[0,0] (n_edrk < 0.000))",0.23,0.01
14,"((n_edrk > 0.000) U[0,0] (n_evts = 0.000))","((n_edrk > 0.000) U[0,0] (y > 0.000))",0.21,0.06
15,"((s8_hr < 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((s8_hr < 0.000) U[0,0] (y = 0.000))",0.28,0.05
16,"((n_edrk > 0.000) U[0,0] (ALT_GPT = 0.000))","((n_edrk > 0.000) U[0,0] (y > 0.000))",0.21,0.06
17,"((s8_hr < 0.000) U[0,0] (Mort < 0.000))","((s8_hr < 0.000) U[0,0] (y = 0.000))",0.25,0.05
18,"((s8_hr < 0.000) U[0,0] (Sgy = 0.000))","((s8_hr < 0.000) U[0,0] (y = 0.000))",0.21,0.05
19,"((s8_hr < 0.000) U[0,0] (LOS < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
20,"((PROTIME_INR = 0.000) U[0,0] (O2_Flow > 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (O2_Flow > 0.000))",0.5,0.02
21,"((n_edrk > 0.000) U[0,0] (death = 0.000))","((death > 0.000) U[0,0] (n_edrk < 0.000))",0.56,0.05
22,"((s8_hr < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
23,"((PROTIME_INR = 0.000) U[0,0] (n_evts < 0.000))","((n_evts < 0.000) U[0,0] (tte < 0.000))",0.2,0.02
24,"((s8_hr < 0.000) U[0,0] (Mort > 0.000))","((Mort > 0.000) U[0,0] (y = 0.000))",0.68,0.05
25,"((n_edrk > 0.000) U[0,0] (n_evts < 0.000))","((n_edrk > 0.000) U[0,0] (y > 0.000))",0.21,0.06
26,"((n_edrk > 0.000) U[0,0] (y > 0.000))","((n_edrk > 0.000) U[0,0] (y > 0.000))",0.91,0.06
27,"((PROTIME_INR = 0.000) U[0,0] (LOS > 0.000))","((lds < 0.000) U[0,0] (LOS > 0.000))",0.46,0.02
28,"((PROTIME_INR = 0.000) U[0,0] (edrk < 0.000))","((edrk < 0.000) U[0,0] (tte < 0.000))",0.25,0.02
29,"((PROTIME_INR = 0.000) U[0,0] (Sgy = 0.000))","((Sgy < 0.000) U[0,0] (y = 0.000))",0.09,0.04
30,"((n_edrk > 0.000) U[0,0] (death > 0.000))","((death > 0.000) U[0,0] (n_edrk > 0.000))",0.64,0.01
31,"((n_edrk > 0.000) U[0,0] (MET > 0.000))","((MET > 0.000) U[0,0] (n_edrk > 0.000))",0.64,0.02
32,"((s8_hr < 0.000) U[0,0] (tte < 0.000))","((s8_hr < 0.000) U[0,0] (tte < 0.000))",0.75,0.01
33,"((PROTIME_INR = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (srr > 0.000))",0.66,0.02
34,"((PROTIME_INR = 0.000) U[0,0] (direct > 0.000))","((direct > 0.000) U[0,0] (n_edrk < 0.000))",0.62,0.02
35,"((n_edrk > 0.000) U[0,0] (LOS < 0.000))","((LOS > 0.000) U[0,0] (n_edrk < 0.000))",0.35,0.02
36,"((s8_hr < 0.000) U[0,0] (n_evts = 0.000))","((n_evts < 0.000) U[0,0] (s8_hr < 0.000))",0.21,0.01
37,"((s8_hr < 0.000) U[0,0] (MET < 0.000))","((MET < 0.000) U[0,0] (y = 0.000))",0.23,0.05
38,"((n_edrk > 0.000) U[0,0] (Sgy > 0.000))","((Sgy > 0.000) U[0,0] (y = 0.000))",0.21,0.08
39,"((s8_hr < 0.000) U[0,0] (ALT_GPT = 0.000))","((s8_hr < 0.000) U[0,0] (y = 0.000))",0.21,0.05
40,"((PROTIME_INR = 0.000) U[0,0] (y < 0.000))","((PROTIME_INR < 0.000) U[0,0] (y = 0.000))",0.53,0.01
41,"((PROTIME_INR = 0.000) U[0,0] (tte > 0.000))","((tte > 0.000) U[0,0] (y = 0.000))",0.18,0.02
42,"((PROTIME_INR = 0.000) U[0,0] (death > 0.000))","((death > 0.000) U[0,0] (s8_edrk < 0.000))",0.64,0.02
43,"G[0,0]((CO2 < 0.000 -> s8_edrk < 0.000))","G[0,0]((Resp > 0.000 -> s8_edrk < 0.000))",0.146,0.03
44,"((s8_hr < 0.000) U[0,0] (edrk < 0.000))","((edrk < 0.000) U[0,0] (y = 0.000))",0.25,0.06
45,"((n_edrk > 0.000) U[0,0] (Mort < 0.000))","((Mort > 0.000) U[0,0] (n_edrk < 0.000))",0.25,0.05
46,"((PROTIME_INR = 0.000) U[0,0] (Mort < 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (Mort < 0.000))",0.25,0.02
47,"((PROTIME_INR = 0.000) U[0,0] (ALT_GPT = 0.000))","((ALT_GPT < 0.000) U[0,0] (y = 0.000))",0.09,0.04
48,"((n_edrk > 0.000) U[0,0] (n_evts > 0.000))","((n_edrk > 0.000) U[0,0] (n_evts > 0.000))",0.75,0.01
49,"((PROTIME_INR = 0.000) U[0,0] (MET > 0.000))","((LOS > 0.000) U[0,0] (MET > 0.000))",0.64,0.02
50,"((n_edrk > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (n_edrk > 0.000))",0.66,0.02
51,"((s8_hr < 0.000) U[0,0] (Glasgow_Coma_Scale_Total > 0.000))","((Glasgow_Coma_Scale_Total < 0.000) U[0,0] (s8_hr > 0.000))",0.28,0.01
52,"((s8_hr < 0.000) U[0,0] (MET = 0.000))","((MET < 0.000) U[0,0] (y = 0.000))",0.23,0.05
53,"((s8_hr < 0.000) U[0,0] (y = 0.000))","((s8_hr < 0.000) U[0,0] (y = 0.000))",0.53,0.05
54,"((s8_hr < 0.000) U[0,0] (y > 0.000))","((s8_hr < 0.000) U[0,0] (y > 0.000))",0.91,0.03
55,"((PROTIME_INR = 0.000) U[0,0] (y > 0.000))","((PROTIME_INR < 0.000) U[0,0] (y > 0.000))",0.91,0.02
56,"((PROTIME_INR = 0.000) U[0,0] (direct = 0.000))","((direct < 0.000) U[0,0] (y = 0.000))",0.21,0.02
57,"((n_edrk > 0.000) U[0,0] (MET = 0.000))","((MET > 0.000) U[0,0] (n_edrk < 0.000))",0.23,0.01
58,"((n_edrk > 0.000) U[0,0] (y = 0.000))","((n_edrk > 0.000) U[0,0] (y = 0.000))",0.53,0.03
59,"((n_edrk > 0.000) U[0,0] (tte < 0.000))","((n_edrk > 0.000) U[0,0] (tte < 0.000))",0.75,0.02
60,"((n_edrk > 0.000) U[0,0] (Sgy = 0.000))","((n_edrk > 0.000) U[0,0] (y > 0.000))",0.21,0.06
61,"((n_edrk > 0.000) U[0,0] (tte > 0.000))","((n_edrk > 0.000) U[0,0] (y > 0.000))",0.21,0.06
62,"F[0,0]((death < 0.000 -> tte < 0.000))","F[0,0]((death < 0.000 -> tte < 0.000))",0.269,0.05
63,"((PROTIME_INR = 0.000) U[0,0] (Glasgow_Coma_Scale_Total > 0.000))","((death > 0.000) U[0,0] (Glasgow_Coma_Scale_Total > 0.000))",0.28,0.02
64,"((n_edrk > 0.000) U[0,0] (Mort = 0.000))","((Mort > 0.000) U[0,0] (n_edrk < 0.000))",0.25,0.05
65,"((s8_hr < 0.000) U[0,0] (O2_Flow > 0.000))","((O2_Flow > 0.000) U[0,0] (y = 0.000))",0.5,0.06
66,"G[0,0]((PCO2 < 0.000 | hr < 0.000))","G[0,0]((ALT_GPT > 0.000 | hr < 0.000))",0.364,0.01
67,"((PROTIME_INR = 0.000) U[0,0] (Sgy < 0.000))","((Sgy < 0.000) U[0,0] (y = 0.000))",0.09,0.04
