,Rule,Percent Count
0,"((LOS < 101.922) U[1,1] (y < 0.894))",0.53
1,"((y > 0.742) U[1,1] (ICU_Pt_Days > 100.781))",0.91
2,"((direct > 0.646) U[1,1] (Mort = 0.765))",0.62
3,"((ICU_Pt_Days < 93.843) U[1,1] (y < 0.792))",0.53
4,"((death > 0.697) U[1,1] (Mort < 0.846))",0.64
5,"((tte < 37.133) U[1,1] (LOS < 90.181))",0.75
6,"((Mort < 0.848) U[1,1] (tte = 16.407))",0.75
7,"((tte < 6.789) U[1,1] (tte = 81.092))",0.75
8,"((LOS > 90.524) U[1,1] (ICU_Pt_Days > 90.060))",0.66
9,"((y > 0.168) U[0,1] (y = 0.845))",0.91
10,"((Mort = 0.845) U[1,1] (death > 0.826))",0.64
11,"((ICU_Pt_Days < 103.634) U[1,1] (tte > 75.407))",0.28
12,"((Mort > 0.644) U[1,1] (LOS = 95.742))",0.68
13,"((LOS < 93.970) U[1,1] (LOS = 106.488))",0.35
14,"((ICU_Pt_Days < 99.950) U[1,1] (y = 0.878))",0.53
15,"((LOS = 84.313) U[1,1] (direct > 0.655))",0.62
16,"((LOS > 76.646) U[1,1] (n_evts = 4.090))",0.46
17,"((tte > 68.803) U[1,1] (n_evts = 4.283))",0.2
18,"((n_evts > 2.196) U[1,1] (direct > 0.849))",0.75
19,"((direct > 0.720) U[1,1] (ICU_Pt_Days = 100.701))",0.62
20,"((tte > 66.703) U[1,1] (n_evts > 0.851))",0.75
21,"((Mort > 0.594) U[1,1] (tte > 66.818))",0.68
22,"((tte > 1.010) U[1,1] (tte = 80.947))",0.75
23,"((n_evts = 4.275) U[1,1] (LOS < 102.912))",0.35
24,"((ICU_Pt_Days = 93.966) U[1,1] (n_evts < 4.193))",0.28
25,"G[1,1]((LOS < 96.367 -> LOS < 101.091))",0.22916666666666666
26,"((y < 0.857) U[1,1] (y = 0.839))",0.53
27,"F[1,1]((LOS < 101.925 -> LOS < 97.799))",0.15053763440860216
28,"((tte > 71.956) U[1,1] (y = 0.802))",0.53
29,"((n_evts < 4.114) U[1,1] (tte > 72.375))",0.2
30,"((LOS < 91.798) U[1,1] (death > 0.610))",0.64
31,"((ICU_Pt_Days = 100.273) U[1,1] (LOS = 95.824))",0.35
32,"((Mort > 0.474) U[1,1] (y < 0.873))",0.68
33,"((Mort > 0.800) U[1,1] (tte < 9.646))",0.75
34,"((n_evts < 3.994) U[1,1] (Mort < 0.865))",0.25
35,"((y = 0.887) U[1,1] (n_evts = 4.264))",0.53
36,"((n_evts > 2.459) U[1,1] (Mort > 0.803))",0.75
37,"G[1,1]((LOS < 92.260 | LOS < 105.437))",0.32954545454545453
38,"((n_evts = 3.940) U[1,1] (y < 0.890))",0.53
39,"((ICU_Pt_Days = 29.901) U[1,1] (ICU_Pt_Days > 96.330))",0.66
40,"((y > 0.155) U[0,1] (y > 0.830))",0.91
41,"((LOS > 94.096) U[1,1] (ICU_Pt_Days = 101.030))",0.46
42,"((n_evts > 2.364) U[1,1] (tte = 80.805))",0.75
43,"((direct > 0.790) U[1,1] (ICU_Pt_Days > 75.855))",0.66
44,"((LOS > 94.780) U[1,1] (Mort > 0.631))",0.68
45,"((n_evts < 3.912) U[1,1] (LOS < 89.209))",0.35
46,"((n_evts = 4.007) U[1,1] (tte > 62.520))",0.2
47,"((direct > 0.713) U[1,1] (LOS > 96.401))",0.62
48,"((direct > 0.822) U[1,1] (tte < 33.045))",0.75
49,"((tte < 23.854) U[1,1] (y < 0.879))",0.75
50,"((LOS = 99.710) U[1,1] (ICU_Pt_Days = 92.463))",0.35
51,"((direct > 0.827) U[1,1] (n_evts > 2.547))",0.75
52,"((tte < 14.151) U[1,1] (tte < 75.986))",0.75
53,"((n_evts < 3.648) U[1,1] (ICU_Pt_Days < 90.987))",0.28
54,"((tte > 71.344) U[1,2] (death > 0.675))",0.64
55,"((tte > 77.066) U[1,1] (ICU_Pt_Days > 63.017))",0.66
56,"((tte = 48.425) U[1,1] (direct > 0.805))",0.75
57,"((ICU_Pt_Days > 70.035) U[1,1] (y = 0.870))",0.66
58,"((LOS = 59.571) U[1,1] (LOS > 97.256))",0.46
59,"((n_evts > 1.797) U[1,1] (ICU_Pt_Days > 98.302))",0.75
60,"((LOS > 92.799) U[1,1] (n_evts > 2.278))",0.75
61,"((Mort < 0.887) U[1,1] (n_evts < 4.020))",0.25
62,"((Mort < 0.625) U[1,1] (Mort > 0.876))",0.68
63,"((tte < 53.117) U[1,1] (n_evts > 2.240))",0.75
64,"((y < 0.888) U[1,1] (Mort < 0.896))",0.53
65,"((Mort < 0.781) U[1,1] (n_evts = 3.958))",0.25
66,"((n_evts > 2.778) U[1,1] (LOS = 93.311))",0.75
67,"((n_evts < 4.358) U[1,1] (Mort = 0.874))",0.25
68,"((Mort = 0.826) U[1,1] (LOS < 96.889))",0.35
69,"((LOS = 101.619) U[1,1] (ICU_Pt_Days > 77.037))",0.66
70,"((y < 0.816) U[1,1] (direct > 0.634))",0.62
71,"((ICU_Pt_Days > 68.900) U[1,1] (y < 0.879))",0.66
