,LDP Rule,Client Rule,LDP Count,Client Count
0,"F[0,0]((edrk < 0.000 & lds > 0.000))","F[0,0]((edrk < 0.000 & y = 0.000))",0.135,0.04
1,"G[0,0]((s24_hr = 0.000 -> s2_hr = 0.000))","G[0,0]((s24_hr < 0.000 -> s2_hr < 0.000))",0.146,0.01
2,"F[0,0]((POTASSIUM > 0.000 & lds > 0.000))","F[0,0]((lds > 0.000 & y = 0.000))",0.121,0.02
3,"G[0,0]((hr < 0.000 -> s2_hr = 0.000))","G[0,0]((HEMOGLOBIN < 0.000 -> hr < 0.000))",0.26,0.02
4,"F[0,0]((GLUCOSE = 0.000 -> direct < 0.000))","F[0,0]((direct < 0.000 -> n_edrk < 0.000))",0.118,0.01
5,"G[0,0]((s24_hr = 0.000 -> CREATININE < 0.000))","G[0,0]((Glasgow_Coma_Scale_Total < 0.000 -> s24_hr < 0.000))",0.156,0.02
6,"F[0,0]((POTASSIUM > 0.000 & s2_hr = 0.000))","F[0,0]((POTASSIUM > 0.000 & y > 0.000))",0.062,0.01
7,"F[0,0]((GLUCOSE = 0.000 -> s2_edrk = 0.000))","F[0,0]((s2_edrk < 0.000 -> y > 0.000))",0.043,0.02
8,"G[0,0]((TROPONIN_I = 0.000 | CO2 = 0.000))","G[0,0]((CO2 < 0.000 | SODIUM > 0.000))",0.159,0.01
9,"F[0,0]((BLOOD_UREA_NITROGEN < 0.000 -> s2_edrk = 0.000))","F[0,0]((s2_edrk < 0.000 -> y > 0.000))",0.043,0.02
10,"G[0,0]((TROPONIN_I = 0.000 | TOTAL_BILIRUBIN < 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | TROPONIN_I < 0.000))",0.034,0.01
11,"F[0,0]((edrk < 0.000 & s2_hr = 0.000))","F[0,0]((direct > 0.000 & edrk < 0.000))",0.135,0.02
12,"F[0,0]((BLOOD_UREA_NITROGEN < 0.000 -> direct < 0.000))","F[0,0]((direct < 0.000 -> LOS > 0.000))",0.118,0.02
13,"G[0,0]((Pulse < 0.000 & Glasgow_Coma_Scale_Total > 0.000))","G[0,0]((Glasgow_Coma_Scale_Total > 0.000 & s24_edrk > 0.000))",0.274,0.03
14,"F[0,0]((POTASSIUM > 0.000 & LOS < 0.000))","F[0,0]((LOS < 0.000 & O2_Flow > 0.000))",0.146,0.02
15,"G[0,0]((s8_hr < 0.000 | CO2 = 0.000))","G[0,0]((CHLORIDE > 0.000 | CO2 < 0.000))",0.17,0.03
16,"F[0,0]((edrk < 0.000 & LOS < 0.000))","F[0,0]((edrk < 0.000 & tte < 0.000))",0.146,0.03
17,"G[0,0]((s8_hr < 0.000 | TOTAL_BILIRUBIN < 0.000))","G[0,0]((edrk > 0.000 | s8_hr < 0.000))",0.17,0.01
18,"G[0,0]((hr < 0.000 -> CREATININE < 0.000))","G[0,0]((hr < 0.000 -> y < 0.000))",0.26,0.02
