,LDP Rule,Client Rule,LDP Count,Client Count
0,"G[0,0]((LOS > 0.000 -> CHLORIDE > 0.000))","G[0,0]((edrk > 0.000 -> LOS > 0.000))",0.648,0.02
1,"G[0,0]((POTASSIUM = 0.000 -> LOS > 0.000))","G[0,0]((Glasgow_Coma_Scale_Total > 0.000 -> LOS > 0.000))",0.648,0.02
2,"G[0,0]((LOS > 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
3,"G[0,0]((POTASSIUM = 0.000 -> ICU_Pt_Days = 0.000))","G[0,0]((edrk < 0.000 -> ICU_Pt_Days < 0.000))",0.292,0.02
4,"F[0,0]((dfa < 0.000 & direct = 0.000))","F[0,0]((dfa < 0.000 & tte < 0.000))",0.094,0.03
5,"G[0,0]((POTASSIUM = 0.000 -> SpO2 = 0.000))","G[0,0]((direct > 0.000 -> SpO2 < 0.000))",0.156,0.02
6,"G[0,0]((ICU_Pt_Days > 0.000 -> Mort > 0.000))","G[0,0]((Mort > 0.000 -> y < 0.000))",0.242,0.03
7,"G[0,0]((ICU_Pt_Days > 0.000 | Glasgow_Coma_Scale_Total < 0.000))","G[0,0]((AF < 0.000 | Glasgow_Coma_Scale_Total < 0.000))",0.284,0.04
8,"G[0,0]((LOS > 0.000 -> LOS < 0.000))","G[0,0]((LOS > 0.000 -> n_evts < 0.000))",0.648,0.04
9,"G[0,0]((LOS = 0.000 & CREATININE > 0.000))","G[0,0]((edrk < 0.000 & LOS < 0.000))",0.266,0.01
10,"G[0,0]((LOS = 0.000 -> LOS = 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
11,"G[0,0]((ICU_Pt_Days = 0.000 -> LOS < 0.000))","G[0,0]((direct > 0.000 -> LOS < 0.000))",0.292,0.03
12,"G[0,0]((LOS = 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
13,"G[0,0]((LOS > 0.000 -> ICU_Pt_Days = 0.000))","G[0,0]((LOS > 0.000 -> y = 0.000))",0.648,0.03
14,"G[0,0]((ALKALINE_PHOSPHATASE < 0.000 | LOS = 0.000))","G[0,0]((LOS < 0.000 | s24_hr > 0.000))",0.33,0.01
15,"G[0,0]((Mort < 0.000 | CALCIUM > 0.000))","G[0,0]((Mort < 0.000 | s8_hr > 0.000))",0.341,0.02
16,"G[0,0]((LOS = 0.000 & BLOOD_UREA_NITROGEN = 0.000))","G[0,0]((BLOOD_UREA_NITROGEN < 0.000 & LOS < 0.000))",0.266,0.01
17,"F[0,0]((y < 0.000 -> srr < 0.000))","F[0,0]((srr < 0.000 -> y = 0.000))",0.72,0.02
18,"G[0,0]((direct = 0.000 & LOS < 0.000))","G[0,0]((direct < 0.000 & LOS < 0.000))",0.287,0.03
19,"G[0,0]((Mort = 0.000 | SBP = 0.000))","G[0,0]((death > 0.000 | SBP < 0.000))",0.341,0.02
20,"G[0,0]((LOS = 0.000 | SBP = 0.000))","G[0,0]((CHLORIDE < 0.000 | SBP < 0.000))",0.33,0.03
21,"G[0,0]((Temp > 0.000 -> LOS < 0.000))","G[0,0]((PLATELET_COUNT < 0.000 -> Temp > 0.000))",0.229,0.03
22,"G[0,0]((ICU_Pt_Days > 0.000 | SBP = 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | s24_edrk > 0.000))",0.295,0.03
23,"G[0,0]((LOS = 0.000 | LOS < 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
24,"G[0,0]((LOS < 0.000 -> LOS > 0.000))","G[0,0]((n_evts < 0.000 -> LOS > 0.000))",0.648,1.0
25,"G[0,0]((ICU_Pt_Days > 0.000 -> ICU_Pt_Days = 0.000))","G[0,0]((ICU_Pt_Days > 0.000 -> s2_edrk < 0.000))",0.292,0.02
26,"F[0,0]((s8_hr > 0.000 & OXYGEN_SATURATION > 0.000))","F[0,0]((MET < 0.000 & s8_hr > 0.000))",0.091,0.01
27,"G[0,0]((PHOSPHORUS > 0.000 | LOS = 0.000))","G[0,0]((hr < 0.000 | PHOSPHORUS > 0.000))",0.33,0.03
28,"G[0,0]((LOS < 0.000 | Mort = 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.341,0.02
29,"G[0,0]((Mort > 0.000 -> ICU_Pt_Days = 0.000))","G[0,0]((Mort > 0.000 -> y < 0.000))",0.292,0.03
30,"G[0,0]((s24_edrk = 0.000 | Mort = 0.000))","G[0,0]((Mort < 0.000 | O2_Flow > 0.000))",0.341,0.02
31,"G[0,0]((LOS < 0.000 | SBP = 0.000))","G[0,0]((CHLORIDE < 0.000 | SBP < 0.000))",0.33,0.03
32,"G[0,0]((LOS < 0.000 | CALCIUM > 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
33,"G[0,0]((LOS = 0.000 -> LOS > 0.000))","G[0,0]((n_evts < 0.000 -> LOS > 0.000))",0.648,1.0
34,"F[0,0]((direct > 0.000 | CHLORIDE < 0.000))","F[0,0]((direct > 0.000 | GLUCOSE < 0.000))",0.231,0.02
35,"G[0,0]((ICU_Pt_Days = 0.000 | CALCIUM > 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | s24_hr > 0.000))",0.364,0.02
36,"G[0,0]((edrk > 0.000 & BLOOD_UREA_NITROGEN = 0.000))","G[0,0]((edrk > 0.000 & O2_Flow < 0.000))",0.095,0.01
37,"G[0,0]((LOS < 0.000 | Mort < 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.341,0.02
38,"G[0,0]((ICU_Pt_Days = 0.000 | SBP = 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | SBP < 0.000))",0.364,0.01
39,"G[0,0]((ICU_Pt_Days > 0.000 -> Resp < 0.000))","G[0,0]((Resp < 0.000 -> s24_edrk > 0.000))",0.242,0.02
40,"G[0,0]((ICU_Pt_Days > 0.000 -> LOS = 0.000))","G[0,0]((LOS < 0.000 -> Temp > 0.000))",0.242,0.02
41,"G[0,0]((PHOSPHORUS > 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | PHOSPHORUS < 0.000))",0.364,0.01
42,"G[0,0]((Mort > 0.000 -> LOS > 0.000))","G[0,0]((LOS > 0.000 -> Mort > 0.000))",0.648,0.01
43,"G[0,0]((LOS = 0.000 | Mort < 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.341,0.02
44,"G[0,0]((SODIUM < 0.000 -> Mort > 0.000))","G[0,0]((Mort > 0.000 -> SpO2 > 0.000))",0.231,0.02
45,"F[0,0]((LOS < 0.000 -> srr < 0.000))","F[0,0]((LOS < 0.000 -> TROPONIN_I > 0.000))",0.151,0.02
46,"G[0,0]((ICU_Pt_Days > 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
47,"G[0,0]((ICU_Pt_Days < 0.000 -> SpO2 = 0.000))","G[0,0]((edrk < 0.000 -> ICU_Pt_Days < 0.000))",0.292,0.02
48,"G[0,0]((Temp > 0.000 -> Resp < 0.000))","G[0,0]((Resp < 0.000 -> SpO2 > 0.000))",0.209,0.03
49,"F[0,0]((CALCIUM = 0.000 & LACTIC_ACID < 0.000))","F[0,0]((CALCIUM < 0.000 & n_evts > 0.000))",0.083,0.02
50,"G[0,0]((LOS < 0.000 | LOS = 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
51,"G[0,0]((LOS = 0.000 | Mort = 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.341,0.02
52,"G[0,0]((Mort > 0.000 -> SpO2 = 0.000))","G[0,0]((Mort > 0.000 -> y < 0.000))",0.231,0.03
53,"G[0,0]((Mort > 0.000 -> LOS < 0.000))","G[0,0]((MET > 0.000 -> Mort > 0.000))",0.231,0.03
54,"G[0,0]((POTASSIUM = 0.000 -> CHLORIDE > 0.000))","G[0,0]((PHOSPHORUS < 0.000 -> POTASSIUM < 0.000))",0.104,0.02
55,"G[0,0]((LOS > 0.000 -> LOS > 0.000))","G[0,0]((Glasgow_Coma_Scale_Total > 0.000 -> LOS > 0.000))",0.648,0.02
56,"G[0,0]((LOS < 0.000 -> Resp < 0.000))","G[0,0]((Resp < 0.000 -> SpO2 > 0.000))",0.229,0.03
57,"G[0,0]((SODIUM < 0.000 -> LOS = 0.000))","G[0,0]((LOS < 0.000 -> y = 0.000))",0.229,0.02
58,"G[0,0]((ALKALINE_PHOSPHATASE < 0.000 | LOS < 0.000))","G[0,0]((LOS < 0.000 | s24_hr > 0.000))",0.33,0.01
59,"G[0,0]((LOS > 0.000 -> Mort > 0.000))","G[0,0]((LOS > 0.000 -> Mort > 0.000))",0.648,0.01
60,"G[0,0]((PHOSPHORUS > 0.000 | Mort < 0.000))","G[0,0]((hr < 0.000 | PHOSPHORUS > 0.000))",0.341,0.03
61,"G[0,0]((ICU_Pt_Days > 0.000 | Mort < 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | Mort < 0.000))",0.341,0.01
62,"G[0,0]((LOS < 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | s24_edrk > 0.000))",0.33,0.03
63,"G[0,0]((ICU_Pt_Days < 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | PARTIAL_THROMBOPLASTIN_TIME < 0.000))",0.364,0.02
64,"G[0,0]((LOS > 0.000 -> Resp < 0.000))","G[0,0]((LOS > 0.000 -> Resp < 0.000))",0.648,0.01
65,"G[0,0]((direct = 0.000 & CREATININE > 0.000))","G[0,0]((direct < 0.000 & LOS > 0.000))",0.287,0.01
66,"G[0,0]((LOS > 0.000 | CALCIUM > 0.000))","G[0,0]((LOS > 0.000 | PHOSPHORUS > 0.000))",0.333,0.02
67,"G[0,0]((PHOSPHORUS > 0.000 | SBP = 0.000))","G[0,0]((hr < 0.000 | PHOSPHORUS > 0.000))",0.295,0.03
68,"G[0,0]((LOS < 0.000 -> LOS < 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
69,"G[0,0]((LOS < 0.000 -> LOS = 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
70,"G[0,0]((LOS > 0.000 -> LOS = 0.000))","G[0,0]((LOS > 0.000 -> n_evts < 0.000))",0.648,0.04
71,"G[0,0]((PHOSPHORUS > 0.000 | LOS > 0.000))","G[0,0]((LOS > 0.000 | PHOSPHORUS > 0.000))",0.333,0.02
72,"G[0,0]((ICU_Pt_Days < 0.000 | Mort = 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
73,"G[0,0]((ICU_Pt_Days = 0.000 -> ICU_Pt_Days < 0.000))","G[0,0]((edrk < 0.000 -> ICU_Pt_Days < 0.000))",0.292,0.02
74,"G[0,0]((PHOSPHORUS > 0.000 | Mort = 0.000))","G[0,0]((hr < 0.000 | PHOSPHORUS > 0.000))",0.341,0.03
75,"G[0,0]((s24_edrk = 0.000 | LOS < 0.000))","G[0,0]((LOS < 0.000 | s24_edrk < 0.000))",0.33,0.02
76,"G[0,0]((s24_edrk = 0.000 | Glasgow_Coma_Scale_Total < 0.000))","G[0,0]((Glasgow_Coma_Scale_Total < 0.000 | s24_edrk < 0.000))",0.284,0.01
77,"G[0,0]((ICU_Pt_Days > 0.000 -> ICU_Pt_Days < 0.000))","G[0,0]((ICU_Pt_Days > 0.000 -> s2_edrk < 0.000))",0.292,0.02
78,"G[0,0]((Mort > 0.000 -> LOS = 0.000))","G[0,0]((MET > 0.000 -> Mort > 0.000))",0.231,0.03
79,"G[0,0]((SODIUM < 0.000 -> LOS < 0.000))","G[0,0]((LOS < 0.000 -> y = 0.000))",0.229,0.02
80,"G[0,0]((Mort > 0.000 -> Mort > 0.000))","G[0,0]((MET > 0.000 -> Mort > 0.000))",0.231,0.03
81,"G[0,0]((LOS = 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
82,"G[0,0]((LOS = 0.000 | LOS = 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
83,"G[0,0]((LOS = 0.000 -> LOS < 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
84,"G[0,0]((ICU_Pt_Days < 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | s24_hr > 0.000))",0.364,0.02
85,"G[0,0]((ICU_Pt_Days = 0.000 -> LOS = 0.000))","G[0,0]((direct > 0.000 -> LOS < 0.000))",0.292,0.03
86,"G[0,0]((ICU_Pt_Days < 0.000 | CALCIUM > 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | s24_hr > 0.000))",0.364,0.02
87,"G[0,0]((ICU_Pt_Days < 0.000 -> ICU_Pt_Days = 0.000))","G[0,0]((edrk < 0.000 -> ICU_Pt_Days < 0.000))",0.292,0.02
