,LDP Rule,Client Rule,LDP Count,Client Count
0,"((LOS > 0.000) U[0,0] (POTASSIUM = 0.000))","((LOS > 0.000) U[0,0] (y > 0.000))",0.46,0.05
1,"((s24_hr = 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s24_hr < 0.000))",0.66,0.03
2,"((LOS = 0.000) U[0,0] (cosen < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.4,0.06
3,"G[0,0]((WHITE_BLOOD_CELL_COUNT = 0.000 -> s24_hr = 0.000))","G[0,0]((Glasgow_Coma_Scale_Total < 0.000 -> s24_hr < 0.000))",0.198,0.02
4,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s24_edrk < 0.000))",0.66,0.04
5,"G[0,0]((MET < 0.000 -> lds < 0.000))","G[0,0]((lds < 0.000 -> MET < 0.000))",0.198,0.01
6,"((LOS > 0.000) U[0,0] (y < 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.53,0.06
7,"((ICU_Pt_Days > 0.000) U[0,0] (tte < 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (tte < 0.000))",0.75,0.03
8,"G[0,0]((Glasgow_Coma_Scale_Total < 0.000 & direct > 0.000))","G[0,0]((direct > 0.000 & tte < 0.000))",0.021,0.01
9,"((O2_Flow < 0.000) U[0,0] (death < 0.000))","((MET > 0.000) U[0,0] (death = 0.000))",0.56,1.0
10,"((s24_hr = 0.000) U[0,0] (Mort = 0.000))","((MET > 0.000) U[0,0] (Mort < 0.000))",0.25,0.03
11,"((LOS = 0.000) U[0,0] (POTASSIUM = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
12,"((LOS = 0.000) U[0,0] (n_evts < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
13,"((O2_Flow < 0.000) U[0,0] (POTASSIUM = 0.000))","((O2_Flow < 0.000) U[0,0] (y > 0.000))",0.23,0.05
14,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
15,"G[0,0]((WHITE_BLOOD_CELL_COUNT = 0.000 -> lds < 0.000))","G[0,0]((lds < 0.000 -> WHITE_BLOOD_CELL_COUNT < 0.000))",0.198,0.01
16,"((O2_Flow < 0.000) U[0,0] (Mort > 0.000))","((Mort > 0.000) U[0,0] (O2_Flow > 0.000))",0.68,0.05
17,"F[0,0]((dfa > 0.000 & hr > 0.000))","F[0,0]((hr > 0.000 & y > 0.000))",0.182,0.02
18,"((s24_hr = 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s24_hr < 0.000))",0.28,0.03
