,LDP Rule,Client Rule,LDP Count,Client Count
0,"((n_evts > 0.000) U[0,0] (n_evts < 0.000))","((n_evts > 0.000) U[0,0] (tte < 0.000))",0.75,0.07
1,"((LOS < 0.000) U[0,0] (y < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.53,0.06
2,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s24_edrk < 0.000))",0.66,0.04
3,"((LOS > 0.000) U[0,0] (y < 0.000))","((LOS > 0.000) U[0,0] (y = 0.000))",0.53,0.06
4,"((Mort > 0.000) U[0,0] (n_evts = 0.000))","((Mort > 0.000) U[0,0] (n_evts < 0.000))",0.68,0.03
5,"((n_evts > 0.000) U[0,0] (tte > 0.000))","((n_evts > 0.000) U[0,0] (tte > 0.000))",0.75,0.02
6,"((ICU_Pt_Days = 0.000) U[0,0] (Sgy > 0.000))","((Sgy > 0.000) U[0,0] (y = 0.000))",0.28,0.08
7,"G[0,0]((SODIUM = 0.000 | s2_hr < 0.000))","G[0,0]((direct < 0.000 | SODIUM < 0.000))",0.261,0.03
8,"((PCO2 = 0.000) U[0,0] (PLATELET_COUNT < 0.000))","((PLATELET_COUNT < 0.000) U[0,0] (y = 0.000))",0.15,0.04
9,"((Mort > 0.000) U[0,0] (y > 0.000))","((Mort > 0.000) U[0,0] (y = 0.000))",0.91,0.05
10,"((ICU_Pt_Days < 0.000) U[0,0] (y < 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y = 0.000))",0.53,0.03
11,"((PCO2 < 0.000) U[0,0] (Mort < 0.000))","((Mort < 0.000) U[0,0] (tte < 0.000))",0.25,0.04
12,"((PCO2 < 0.000) U[0,0] (TOTAL_BILIRUBIN = 0.000))","((PCO2 < 0.000) U[0,0] (y = 0.000))",0.06,0.04
13,"((PCO2 = 0.000) U[0,0] (TOTAL_BILIRUBIN = 0.000))","((PCO2 < 0.000) U[0,0] (y = 0.000))",0.06,0.04
14,"G[0,0]((PARTIAL_THROMBOPLASTIN_TIME < 0.000 | s2_hr < 0.000))","G[0,0]((s24_hr < 0.000 | s2_hr < 0.000))",0.068,0.02
15,"((Mort < 0.000) U[0,0] (TOTAL_BILIRUBIN = 0.000))","((MET > 0.000) U[0,0] (Mort < 0.000))",0.25,0.03
16,"((ICU_Pt_Days < 0.000) U[0,0] (death > 0.000))","((death < 0.000) U[0,0] (ICU_Pt_Days > 0.000))",0.64,0.01
17,"F[0,0]((MET > 0.000 & SBP < 0.000))","F[0,0]((SBP < 0.000 & y = 0.000))",0.202,0.03
18,"((LOS = 0.000) U[0,0] (n_evts < 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
19,"((Mort = 0.000) U[0,0] (TOTAL_BILIRUBIN = 0.000))","((MET > 0.000) U[0,0] (Mort < 0.000))",0.25,0.03
20,"((Mort = 0.000) U[0,0] (y > 0.000))","((Mort < 0.000) U[0,0] (y > 0.000))",0.91,0.03
21,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
22,"((Mort < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
23,"((PCO2 < 0.000) U[0,0] (MET > 0.000))","((Glasgow_Coma_Scale_Total > 0.000) U[0,0] (MET > 0.000))",0.64,0.04
24,"((PCO2 = 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
25,"((Mort = 0.000) U[0,0] (Mort = 0.000))","((Mort < 0.000) U[0,0] (n_edrk < 0.000))",0.25,0.04
26,"((ICU_Pt_Days > 0.000) U[0,0] (tte > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (tte > 0.000))",0.66,0.01
