,LDP Rule,Client Rule,LDP Count,Client Count
0,"G[0,0]((dfa = 0.000 -> ICU_Pt_Days > 0.000))","G[0,0]((ICU_Pt_Days > 0.000 -> s2_edrk < 0.000))",0.242,0.02
1,"G[0,0]((Mort < 0.000 -> ICU_Pt_Days > 0.000))","G[0,0]((Mort < 0.000 -> n_edrk > 0.000))",0.26,0.02
2,"G[0,0]((ICU_Pt_Days > 0.000 & ICU_Pt_Days = 0.000))","G[0,0]((ICU_Pt_Days > 0.000 & n_evts < 0.000))",0.234,0.02
3,"F[0,0]((ALKALINE_PHOSPHATASE < 0.000 & LOS > 0.000))","F[0,0]((direct > 0.000 & LOS > 0.000))",0.192,0.01
4,"G[0,0]((LOS = 0.000 -> CO2 > 0.000))","G[0,0]((LOS < 0.000 -> y = 0.000))",0.229,0.02
5,"G[0,0]((LOS > 0.000 -> LOS < 0.000))","G[0,0]((LOS > 0.000 -> n_evts < 0.000))",0.648,0.04
6,"F[0,0]((ALKALINE_PHOSPHATASE < 0.000 & SBP < 0.000))","F[0,0]((LOS > 0.000 & SBP < 0.000))",0.125,0.01
7,"F[0,0]((LOS > 0.000 & POTASSIUM = 0.000))","F[0,0]((POTASSIUM < 0.000 & tte < 0.000))",0.192,0.02
8,"G[0,0]((LOS < 0.000 & LOS > 0.000))","G[0,0]((LOS < 0.000 & s8_edrk > 0.000))",0.266,0.02
9,"G[0,0]((s8_hr < 0.000 & ICU_Pt_Days < 0.000))","G[0,0]((HEMOGLOBIN > 0.000 & ICU_Pt_Days < 0.000))",0.234,0.01
10,"G[0,0]((LOS = 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
11,"G[0,0]((CALCIUM > 0.000 -> LOS > 0.000))","G[0,0]((CALCIUM > 0.000 -> LOS > 0.000))",0.648,0.01
12,"G[0,0]((LOS = 0.000 | CREATININE > 0.000))","G[0,0]((CREATININE < 0.000 | LOS > 0.000))",0.33,0.01
13,"G[0,0]((LOS = 0.000 -> LOS = 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
14,"G[0,0]((dfa = 0.000 -> LOS < 0.000))","G[0,0]((dfa < 0.000 -> LOS < 0.000))",0.229,0.01
15,"G[0,0]((s8_hr < 0.000 & LOS = 0.000))","G[0,0]((LOS < 0.000 & s8_hr > 0.000))",0.266,0.01
16,"F[0,0]((cosen = 0.000 -> s8_edrk = 0.000))","F[0,0]((s8_edrk < 0.000 -> y = 0.000))",0.075,0.03
17,"G[0,0]((TOTAL_BILIRUBIN = 0.000 | LOS > 0.000))","G[0,0]((af < 0.000 | LOS > 0.000))",0.333,0.01
18,"G[0,0]((LOS = 0.000 | LOS < 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
19,"G[0,0]((LOS < 0.000 -> LOS > 0.000))","G[0,0]((n_evts < 0.000 -> LOS > 0.000))",0.648,1.0
20,"G[0,0]((dfa = 0.000 -> lds = 0.000))","G[0,0]((lds < 0.000 -> Pulse < 0.000))",0.198,0.02
21,"F[0,0]((SODIUM > 0.000 & POTASSIUM = 0.000))","F[0,0]((direct > 0.000 & SODIUM > 0.000))",0.073,0.02
22,"G[0,0]((LOS > 0.000 -> s2_hr < 0.000))","G[0,0]((LOS > 0.000 -> Resp < 0.000))",0.648,0.01
23,"G[0,0]((LOS > 0.000 & LOS > 0.000))","G[0,0]((dfa > 0.000 & LOS > 0.000))",0.189,0.02
24,"G[0,0]((death = 0.000 & LOS = 0.000))","G[0,0]((death < 0.000 & LOS < 0.000))",0.309,0.01
25,"G[0,0]((LOS = 0.000 -> LOS > 0.000))","G[0,0]((n_evts < 0.000 -> LOS > 0.000))",0.648,1.0
26,"G[0,0]((Mort < 0.000 -> s2_hr < 0.000))","G[0,0]((HEMOGLOBIN < 0.000 -> Mort < 0.000))",0.26,0.02
27,"G[0,0]((ICU_Pt_Days > 0.000 -> LOS = 0.000))","G[0,0]((LOS < 0.000 -> Temp > 0.000))",0.242,0.02
28,"G[0,0]((death = 0.000 & s8_hr > 0.000))","G[0,0]((death < 0.000 & s8_hr > 0.000))",0.309,0.02
29,"G[0,0]((LOS = 0.000 | AST_GOT = 0.000))","G[0,0]((LOS < 0.000 | O2_Flow > 0.000))",0.33,0.01
30,"G[0,0]((ICU_Pt_Days > 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
31,"G[0,0]((dfa = 0.000 -> s2_hr < 0.000))","G[0,0]((death > 0.000 -> dfa < 0.000))",0.125,0.01
32,"G[0,0]((Temp < 0.000 | AST_GOT = 0.000))","G[0,0]((dfa < 0.000 | Temp < 0.000))",0.205,0.01
33,"F[0,0]((ALKALINE_PHOSPHATASE < 0.000 & POTASSIUM = 0.000))","F[0,0]((n_evts > 0.000 & POTASSIUM < 0.000))",0.073,0.01
34,"G[0,0]((LOS < 0.000 | LOS = 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
35,"G[0,0]((LOS > 0.000 & ICU_Pt_Days < 0.000))","G[0,0]((hr < 0.000 & ICU_Pt_Days < 0.000))",0.234,0.02
36,"F[0,0]((BLOOD_UREA_NITROGEN < 0.000 -> s8_edrk = 0.000))","F[0,0]((s8_edrk < 0.000 -> y = 0.000))",0.043,0.03
37,"G[0,0]((LOS > 0.000 -> LOS > 0.000))","G[0,0]((Glasgow_Coma_Scale_Total > 0.000 -> LOS > 0.000))",0.648,0.02
38,"G[0,0]((death = 0.000 & y = 0.000))","G[0,0]((death < 0.000 & y < 0.000))",0.351,0.01
39,"G[0,0]((Mort < 0.000 -> LOS = 0.000))","G[0,0]((LOS < 0.000 -> Mort < 0.000))",0.26,0.01
40,"G[0,0]((LOS < 0.000 -> LOS < 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
41,"G[0,0]((LOS < 0.000 -> LOS = 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
42,"G[0,0]((s8_hr < 0.000 & LOS > 0.000))","G[0,0]((LOS < 0.000 & s8_hr > 0.000))",0.189,0.01
43,"G[0,0]((Resp > 0.000 | LOS > 0.000))","G[0,0]((LOS > 0.000 | Resp > 0.000))",0.333,0.01
44,"G[0,0]((LOS > 0.000 -> LOS = 0.000))","G[0,0]((LOS > 0.000 -> n_evts < 0.000))",0.648,0.04
45,"F[0,0]((CALCIUM = 0.000 & LOS > 0.000))","F[0,0]((CALCIUM < 0.000 & n_evts > 0.000))",0.192,0.02
46,"G[0,0]((ICU_Pt_Days > 0.000 | s2_edrk < 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | n_evts < 0.000))",0.262,0.02
47,"G[0,0]((Resp > 0.000 | LOS = 0.000))","G[0,0]((Resp > 0.000 | srr > 0.000))",0.33,0.03
48,"G[0,0]((LOS = 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
49,"G[0,0]((LOS = 0.000 | LOS = 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
50,"G[0,0]((LOS = 0.000 -> LOS < 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
51,"G[0,0]((LOS > 0.000 & LOS < 0.000))","G[0,0]((LOS > 0.000 & Mort < 0.000))",0.266,0.01
52,"G[0,0]((LOS < 0.000 & y = 0.000))","G[0,0]((LOS < 0.000 & s24_hr < 0.000))",0.351,0.03
53,"F[0,0]((ALKALINE_PHOSPHATASE < 0.000 & Glasgow_Coma_Scale_Total > 0.000))","F[0,0]((death > 0.000 & Glasgow_Coma_Scale_Total > 0.000))",0.121,0.01
54,"G[0,0]((death = 0.000 & LOS < 0.000))","G[0,0]((death < 0.000 & LOS < 0.000))",0.309,0.01
55,"G[0,0]((Mort < 0.000 -> lds = 0.000))","G[0,0]((lds < 0.000 -> Mort < 0.000))",0.26,0.02
56,"G[0,0]((LOS < 0.000 -> lds = 0.000))","G[0,0]((cosen > 0.000 -> lds < 0.000))",0.229,0.03
57,"G[0,0]((Resp > 0.000 | s2_edrk < 0.000))","G[0,0]((Resp > 0.000 | s2_edrk < 0.000))",0.31,0.01
58,"G[0,0]((LOS > 0.000 | s2_edrk < 0.000))","G[0,0]((AF > 0.000 | LOS > 0.000))",0.333,0.02
59,"G[0,0]((LOS < 0.000 | CREATININE > 0.000))","G[0,0]((CREATININE < 0.000 | LOS > 0.000))",0.33,0.01
60,"G[0,0]((LOS > 0.000 | LOS < 0.000))","G[0,0]((CO2 > 0.000 | LOS < 0.000))",0.333,0.02
61,"G[0,0]((Resp > 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((Resp > 0.000 | s2_edrk > 0.000))",0.364,0.03
62,"G[0,0]((LOS = 0.000 & LOS < 0.000))","G[0,0]((direct < 0.000 & LOS < 0.000))",0.266,0.03
63,"G[0,0]((LOS < 0.000 | LOS < 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
64,"F[0,0]((BLOOD_UREA_NITROGEN < 0.000 -> SBP < 0.000))","F[0,0]((SBP < 0.000 -> y > 0.000))",0.075,0.02
65,"F[0,0]((LOS > 0.000 & Glasgow_Coma_Scale_Total > 0.000))","F[0,0]((LOS > 0.000 & s8_edrk > 0.000))",0.192,0.02
66,"G[0,0]((LOS > 0.000 | CREATININE > 0.000))","G[0,0]((CREATININE > 0.000 | LOS > 0.000))",0.333,0.01
67,"G[0,0]((LOS < 0.000 | s2_edrk < 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.33,0.02
68,"G[0,0]((ICU_Pt_Days > 0.000 | LOS < 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | s24_edrk > 0.000))",0.33,0.03
69,"G[0,0]((s8_hr < 0.000 & s8_hr > 0.000))","G[0,0]((hr < 0.000 & s8_hr > 0.000))",0.147,0.03
70,"G[0,0]((LOS > 0.000 & s8_hr > 0.000))","G[0,0]((LOS > 0.000 & s8_hr > 0.000))",0.189,0.01
71,"G[0,0]((LOS = 0.000 & y = 0.000))","G[0,0]((LOS < 0.000 & s24_hr < 0.000))",0.351,0.03
72,"G[0,0]((LOS > 0.000 & y = 0.000))","G[0,0]((LOS > 0.000 & y < 0.000))",0.351,0.01
73,"G[0,0]((Mort < 0.000 -> LOS > 0.000))","G[0,0]((LOS < 0.000 -> Mort > 0.000))",0.648,0.01
74,"F[0,0]((BLOOD_UREA_NITROGEN < 0.000 -> LOS < 0.000))","F[0,0]((LOS < 0.000 -> TROPONIN_I > 0.000))",0.151,0.02
75,"G[0,0]((LOS < 0.000 | AST_GOT = 0.000))","G[0,0]((LOS < 0.000 | O2_Flow > 0.000))",0.33,0.01
76,"G[0,0]((death = 0.000 & ICU_Pt_Days < 0.000))","G[0,0]((death < 0.000 & ICU_Pt_Days < 0.000))",0.309,0.01
77,"G[0,0]((ICU_Pt_Days > 0.000 -> ICU_Pt_Days > 0.000))","G[0,0]((ICU_Pt_Days > 0.000 -> y > 0.000))",0.242,0.02
78,"F[0,0]((cosen = 0.000 -> dfa > 0.000))","F[0,0]((cosen < 0.000 -> Mort > 0.000))",0.075,0.02
79,"G[0,0]((TOTAL_BILIRUBIN = 0.000 | LOS < 0.000))","G[0,0]((LOS < 0.000 | s8_edrk < 0.000))",0.33,0.01
80,"G[0,0]((LOS > 0.000 & LOS = 0.000))","G[0,0]((LOS > 0.000 & Mort < 0.000))",0.266,0.01
81,"G[0,0]((LOS > 0.000 -> lds = 0.000))","G[0,0]((LOS > 0.000 -> y = 0.000))",0.648,0.03
82,"G[0,0]((CALCIUM > 0.000 -> CO2 > 0.000))","G[0,0]((CALCIUM > 0.000 -> CO2 < 0.000))",0.143,0.02
83,"G[0,0]((LOS < 0.000 & s8_hr > 0.000))","G[0,0]((LOS < 0.000 & s8_hr > 0.000))",0.266,0.01
84,"G[0,0]((LOS = 0.000 & ICU_Pt_Days = 0.000))","G[0,0]((ICU_Pt_Days < 0.000 & LOS < 0.000))",0.266,0.01
85,"G[0,0]((LOS = 0.000 | s2_edrk < 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.33,0.02
86,"G[0,0]((Temp < 0.000 | LOS = 0.000))","G[0,0]((LOS < 0.000 | s8_hr < 0.000))",0.33,0.02
87,"G[0,0]((TOTAL_BILIRUBIN = 0.000 | LOS = 0.000))","G[0,0]((LOS < 0.000 | s8_edrk < 0.000))",0.33,0.01
88,"G[0,0]((LOS < 0.000 & ICU_Pt_Days < 0.000))","G[0,0]((ICU_Pt_Days < 0.000 & LOS < 0.000))",0.266,0.01
89,"F[0,0]((CALCIUM = 0.000 & POTASSIUM = 0.000))","F[0,0]((CALCIUM < 0.000 & n_evts > 0.000))",0.083,0.02
90,"G[0,0]((CALCIUM > 0.000 -> lds = 0.000))","G[0,0]((lds < 0.000 -> Mort < 0.000))",0.198,0.02
91,"F[0,0]((SODIUM > 0.000 & LOS > 0.000))","F[0,0]((direct > 0.000 & SODIUM > 0.000))",0.192,0.02
92,"G[0,0]((Temp < 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | s2_edrk > 0.000))",0.364,0.02
93,"G[0,0]((Resp > 0.000 | AST_GOT = 0.000))","G[0,0]((Resp > 0.000 | SpO2 > 0.000))",0.31,0.01
94,"G[0,0]((ICU_Pt_Days > 0.000 & ICU_Pt_Days < 0.000))","G[0,0]((ICU_Pt_Days > 0.000 & n_evts < 0.000))",0.234,0.02
95,"G[0,0]((s8_hr < 0.000 & ICU_Pt_Days = 0.000))","G[0,0]((HEMOGLOBIN > 0.000 & ICU_Pt_Days < 0.000))",0.234,0.01
96,"G[0,0]((ICU_Pt_Days > 0.000 & LOS = 0.000))","G[0,0]((LOS < 0.000 & s8_edrk > 0.000))",0.266,0.02
97,"G[0,0]((death = 0.000 & ICU_Pt_Days = 0.000))","G[0,0]((death < 0.000 & ICU_Pt_Days < 0.000))",0.309,0.01
98,"G[0,0]((ICU_Pt_Days > 0.000 & LOS > 0.000))","G[0,0]((ICU_Pt_Days > 0.000 & LOS > 0.000))",0.189,0.01
