,Rule,Percent Count
0,"((n_evts < 4.210) U[1,1] (tte < 25.472))",0.75
1,"((n_evts > 1.862) U[1,1] (n_evts < 4.178))",0.75
2,"((y > 0.700) U[0,1] (tte < 45.198))",0.91
3,"((LOS < 80.967) U[1,1] (y < 0.856))",0.53
4,"((ICU_Pt_Days > 46.728) U[1,1] (ICU_Pt_Days < 98.525))",0.66
5,"((y > 0.715) U[1,1] (ICU_Pt_Days > 67.676))",0.91
6,"((LOS > 71.312) U[1,1] (y < 0.865))",0.53
7,"((ICU_Pt_Days > 94.367) U[1,1] (tte < 66.954))",0.75
8,"((Mort > 0.727) U[1,1] (n_evts = 4.316))",0.68
9,"((n_evts > 2.136) U[1,1] (tte > 73.159))",0.75
10,"((ICU_Pt_Days = 86.427) U[1,1] (Sgy > 0.766))",0.28
11,"((ICU_Pt_Days < 98.794) U[1,1] (tte < 6.803))",0.75
12,"((Mort > 0.865) U[0,1] (y > 0.306))",0.91
13,"((ICU_Pt_Days < 97.359) U[1,1] (y < 0.857))",0.53
14,"G[1,1]((LOS = 106.120 -> LOS = 97.379))",0.22916666666666666
15,"((ICU_Pt_Days < 96.733) U[1,1] (death > 0.560))",0.64
16,"((Mort < 0.772) U[1,1] (tte = 13.264))",0.75
17,"((LOS = 91.659) U[1,1] (n_evts < 3.825))",0.35
18,"((Mort = 0.901) U[0,1] (y > 0.195))",0.91
19,"((LOS > 91.995) U[1,1] (ICU_Pt_Days > 74.310))",0.66
20,"((Mort < 0.820) U[1,1] (LOS = 84.289))",0.35
21,"((y > 0.180) U[0,1] (y < 0.892))",0.91
22,"((Mort = 0.818) U[1,1] (death = 0.701))",0.56
23,"((y > 0.180) U[0,1] (y = 0.876))",0.91
24,"G[1,1]((LOS = 85.523 | LOS < 98.078))",0.32954545454545453
25,"((n_evts < 4.145) U[1,1] (tte = 50.295))",0.75
26,"((Mort = 0.868) U[1,1] (Mort = 0.820))",0.25
27,"((ICU_Pt_Days > 62.433) U[1,1] (tte > 68.605))",0.66
28,"((ICU_Pt_Days = 105.679) U[1,1] (tte < 19.863))",0.75
29,"((y > 0.201) U[0,1] (n_evts = 4.288))",0.91
30,"((Mort = 0.818) U[1,1] (y = 0.837))",0.53
31,"((ICU_Pt_Days = 95.622) U[1,1] (death > 0.540))",0.64
32,"((n_evts > 2.646) U[1,1] (y < 0.857))",0.75
33,"((y > 0.745) U[0,1] (tte = 48.792))",0.91
34,"((Mort = 0.873) U[1,1] (death > 0.736))",0.64
35,"((Mort < 0.832) U[1,1] (death = 0.769))",0.56
36,"G[1,1]((LOS > 104.272 & LOS > 105.711))",0.18947368421052632
37,"((ICU_Pt_Days > 77.934) U[1,1] (n_evts = 4.098))",0.66
38,"((Mort = 0.816) U[1,1] (MET > 0.607))",0.64
39,"((n_evts > 1.891) U[0,1] (y > 0.719))",0.91
40,"((LOS > 80.098) U[1,1] (y = 0.855))",0.53
41,"((ICU_Pt_Days < 95.923) U[1,1] (tte > 71.596))",0.28
42,"((Mort < 0.792) U[1,1] (ICU_Pt_Days = 94.166))",0.28
43,"((LOS > 98.279) U[1,1] (MET > 0.658))",0.64
44,"((Mort > 0.648) U[1,1] (LOS = 94.670))",0.68
45,"((LOS < 90.006) U[1,1] (LOS = 96.893))",0.35
46,"((LOS > 88.219) U[1,1] (death = 0.893))",0.56
47,"((LOS > 83.105) U[1,1] (n_evts = 3.884))",0.46
48,"((ICU_Pt_Days < 97.120) U[1,1] (y = 0.817))",0.53
49,"((Mort < 0.790) U[1,1] (direct > 0.717))",0.62
50,"((LOS = 96.146) U[1,1] (direct > 0.678))",0.62
51,"((ICU_Pt_Days < 83.115) U[1,1] (LOS = 85.532))",0.35
52,"((ICU_Pt_Days < 90.294) U[1,1] (n_evts < 3.998))",0.28
53,"((Mort = 0.817) U[1,1] (ICU_Pt_Days < 90.692))",0.28
54,"((n_evts > 2.342) U[1,1] (direct > 0.824))",0.75
55,"((ICU_Pt_Days > 78.799) U[1,1] (Mort > 0.724))",0.68
56,"((Mort > 0.571) U[1,1] (ICU_Pt_Days < 96.827))",0.68
57,"((n_evts < 3.956) U[1,1] (Sgy > 0.858))",0.2
58,"((Mort > 0.666) U[1,1] (n_evts < 4.149))",0.68
59,"((LOS < 93.616) U[1,1] (ICU_Pt_Days > 68.067))",0.66
60,"((Mort > 0.648) U[1,1] (tte > 64.690))",0.68
61,"((ICU_Pt_Days = 100.567) U[1,1] (death < 0.808))",0.56
62,"((Mort = 0.865) U[1,1] (death < 0.762))",0.56
63,"((ICU_Pt_Days = 92.027) U[1,1] (Mort = 0.819))",0.28
64,"((n_evts < 4.146) U[0,1] (y > 0.205))",0.91
65,"G[1,1]((LOS < 90.489 | LOS = 103.592))",0.32954545454545453
66,"((ICU_Pt_Days > 68.441) U[1,1] (MET > 0.833))",0.66
67,"((y > 0.195) U[0,1] (Mort < 0.867))",0.91
68,"((Mort < 0.819) U[1,1] (y = 0.858))",0.53
69,"((LOS = 102.180) U[1,1] (tte = 11.629))",0.75
70,"((n_evts > 1.193) U[1,1] (y = 0.857))",0.75
71,"((Mort < 0.819) U[1,1] (Mort < 0.837))",0.25
72,"((ICU_Pt_Days < 91.642) U[1,1] (ICU_Pt_Days = 111.539))",0.28
73,"((Mort = 0.850) U[1,1] (direct > 0.567))",0.62
74,"((Mort > 0.638) U[1,1] (LOS < 100.349))",0.68
75,"((ICU_Pt_Days = 87.687) U[1,1] (n_evts < 4.353))",0.28
76,"G[1,1]((LOS < 103.237 -> LOS = 98.162))",0.22916666666666666
77,"((Mort < 0.874) U[1,1] (y < 0.868))",0.53
78,"((n_evts < 4.092) U[1,1] (LOS = 94.331))",0.35
79,"((Mort = 0.671) U[1,1] (Mort > 0.875))",0.68
80,"((Mort = 0.829) U[1,1] (n_evts < 4.111))",0.25
81,"((y > 0.278) U[0,1] (ICU_Pt_Days < 102.535))",0.91
82,"((ICU_Pt_Days = 105.169) U[1,1] (death = 0.781))",0.56
83,"((n_evts > 2.767) U[1,1] (LOS < 103.147))",0.75
84,"((LOS = 93.393) U[1,1] (death < 0.841))",0.56
85,"((Mort > 0.703) U[1,1] (LOS > 96.245))",0.68
86,"((y > 0.195) U[0,1] (tte > 76.505))",0.91
87,"((ICU_Pt_Days > 65.376) U[1,1] (ICU_Pt_Days > 105.385))",0.66
88,"((LOS = 83.234) U[1,1] (death > 0.717))",0.64
89,"((n_evts < 4.076) U[1,1] (tte > 72.876))",0.2
90,"((y > 0.228) U[0,1] (n_evts < 4.030))",0.91
91,"((LOS < 85.660) U[1,1] (death > 0.611))",0.64
92,"((LOS < 86.663) U[1,1] (MET > 0.794))",0.64
93,"((LOS = 98.860) U[1,1] (MET > 0.749))",0.64
94,"((Mort = 0.842) U[1,1] (ICU_Pt_Days > 53.264))",0.66
95,"((LOS < 57.795) U[1,1] (LOS > 104.755))",0.46
96,"((Mort < 0.923) U[1,1] (n_evts > 1.973))",0.75
97,"((ICU_Pt_Days = 102.735) U[0,1] (y > 0.229))",0.91
98,"((y > 0.193) U[0,1] (death > 0.847))",0.91
99,"((LOS = 92.846) U[1,1] (Mort > 0.552))",0.68
100,"((ICU_Pt_Days > 64.389) U[1,1] (Sgy > 0.824))",0.66
101,"((ICU_Pt_Days = 95.277) U[1,1] (LOS = 83.696))",0.35
102,"((ICU_Pt_Days > 77.772) U[1,1] (Mort < 0.845))",0.66
103,"((Mort = 0.874) U[1,1] (LOS > 96.576))",0.46
104,"((Mort = 0.849) U[1,1] (tte > 68.629))",0.25
105,"((Mort = 0.874) U[1,1] (Sgy > 0.829))",0.25
106,"((LOS < 99.105) U[1,1] (death = 0.779))",0.56
107,"((Mort > 0.598) U[1,1] (y < 0.817))",0.68
108,"((n_evts > 2.373) U[1,1] (death > 0.827))",0.75
109,"((Mort > 0.831) U[1,1] (tte < 41.473))",0.75
110,"((LOS > 91.087) U[0,1] (y > 0.577))",0.91
111,"((ICU_Pt_Days > 77.181) U[1,1] (LOS = 97.870))",0.66
112,"((LOS > 87.370) U[1,1] (death > 0.735))",0.64
113,"((n_evts < 4.007) U[1,1] (n_evts < 4.313))",0.2
114,"((n_evts < 3.919) U[1,1] (Mort < 0.843))",0.25
115,"((n_evts < 4.086) U[1,1] (death > 0.629))",0.64
116,"((n_evts > 1.845) U[1,1] (Mort > 0.831))",0.75
117,"G[1,1]((LOS < 91.826 | LOS < 95.785))",0.32954545454545453
118,"((LOS = 82.103) U[1,1] (LOS = 105.628))",0.35
119,"((Mort > 0.851) U[1,1] (n_evts > 2.160))",0.75
120,"((ICU_Pt_Days > 74.001) U[1,1] (death < 0.722))",0.66
121,"((ICU_Pt_Days < 102.316) U[1,1] (tte = 17.868))",0.75
122,"((n_evts < 4.049) U[1,1] (MET > 0.578))",0.64
123,"((ICU_Pt_Days > 90.584) U[1,1] (death > 0.743))",0.66
124,"((ICU_Pt_Days = 99.823) U[1,1] (n_evts = 4.167))",0.28
125,"((ICU_Pt_Days = 87.920) U[1,1] (Mort < 0.804))",0.28
126,"((ICU_Pt_Days > 36.472) U[1,1] (ICU_Pt_Days = 100.030))",0.66
127,"((n_evts > 2.119) U[1,1] (ICU_Pt_Days = 98.834))",0.75
128,"((ICU_Pt_Days = 50.491) U[1,1] (ICU_Pt_Days > 99.768))",0.66
129,"((y > 0.180) U[0,1] (y > 0.753))",0.91
130,"((y > 0.176) U[0,1] (death < 0.829))",0.91
131,"((LOS > 95.752) U[1,1] (tte < 36.248))",0.75
132,"((ICU_Pt_Days = 98.737) U[1,1] (LOS < 92.133))",0.35
133,"((LOS > 55.951) U[1,1] (LOS < 108.148))",0.46
134,"((LOS = 102.113) U[1,1] (y = 0.887))",0.53
135,"((LOS > 94.855) U[1,1] (ICU_Pt_Days = 97.073))",0.46
136,"((ICU_Pt_Days > 77.750) U[1,1] (n_evts < 4.085))",0.66
137,"((n_evts > 2.236) U[1,1] (tte = 45.085))",0.75
138,"((LOS < 100.893) U[1,1] (Sgy > 0.844))",0.35
139,"((LOS > 81.277) U[1,1] (death < 0.821))",0.56
140,"((ICU_Pt_Days > 80.146) U[1,1] (direct > 0.820))",0.66
141,"((Mort > 0.369) U[1,1] (y = 0.883))",0.68
142,"((ICU_Pt_Days < 99.835) U[1,1] (n_evts = 3.977))",0.28
143,"((y > 0.234) U[0,1] (ICU_Pt_Days = 106.110))",0.91
144,"((LOS > 94.584) U[1,1] (ICU_Pt_Days < 98.570))",0.46
145,"((Mort > 0.749) U[1,1] (ICU_Pt_Days > 72.552))",0.68
146,"((LOS < 98.835) U[1,1] (tte = 20.668))",0.75
147,"((LOS > 96.974) U[1,1] (Mort > 0.715))",0.68
148,"((n_evts < 4.139) U[1,1] (LOS < 91.016))",0.35
149,"((Mort > 0.535) U[1,1] (ICU_Pt_Days = 105.245))",0.68
150,"((n_evts < 4.490) U[1,1] (n_evts = 4.219))",0.2
151,"((LOS < 92.009) U[1,1] (n_evts = 3.761))",0.35
152,"((LOS > 95.656) U[1,1] (tte = 58.787))",0.75
153,"((n_evts > 2.240) U[1,1] (death = 0.813))",0.75
154,"((Mort > 0.352) U[1,1] (Sgy > 0.771))",0.68
155,"((LOS < 108.321) U[1,1] (Mort = 0.819))",0.35
