,LDP Rule,Client Rule,LDP Count,Client Count
0,"((n_evts < 0.000) U[0,0] (WHITE_BLOOD_CELL_COUNT = 0.000))","((n_evts < 0.000) U[0,0] (WHITE_BLOOD_CELL_COUNT < 0.000))",0.2,0.01
1,"G[0,0]((BLOOD_UREA_NITROGEN = 0.000 -> AF = 0.000))","G[0,0]((BLOOD_UREA_NITROGEN < 0.000 -> CO2 > 0.000))",0.177,0.02
2,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days < 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (s24_edrk < 0.000))",0.66,0.04
3,"((Mort > 0.000) U[0,0] (n_evts = 0.000))","((Mort > 0.000) U[0,0] (n_evts < 0.000))",0.68,0.03
4,"G[0,0]((Mort < 0.000 -> AF = 0.000))","G[0,0]((AF < 0.000 -> Mort < 0.000))",0.26,0.01
5,"((Mort > 0.000) U[0,0] (y > 0.000))","((Mort > 0.000) U[0,0] (y = 0.000))",0.91,0.05
6,"((LOS > 0.000) U[0,0] (ICU_Pt_Days > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))",0.66,0.02
7,"((Mort < 0.000) U[0,0] (LOS = 0.000))","((LOS < 0.000) U[0,0] (y = 0.000))",0.35,0.06
8,"G[0,0]((PROTIME_INR > 0.000 & s8_hr < 0.000))","G[0,0]((Glasgow_Coma_Scale_Total > 0.000 & s8_hr < 0.000))",0.085,0.01
9,"((ICU_Pt_Days > 0.000) U[0,0] (tte > 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (tte > 0.000))",0.66,0.01
10,"((CALCIUM = 0.000) U[0,0] (WHITE_BLOOD_CELL_COUNT > 0.000))","((CALCIUM < 0.000) U[0,0] (y > 0.000))",0.19,0.02
11,"F[0,0]((PLATELET_COUNT < 0.000 & s24_edrk < 0.000))","F[0,0]((s24_edrk < 0.000 & y > 0.000))",0.104,0.03
12,"((ICU_Pt_Days > 0.000) U[0,0] (n_evts = 0.000))","((ICU_Pt_Days > 0.000) U[0,0] (n_evts < 0.000))",0.66,0.02
13,"((Mort > 0.000) U[0,0] (WHITE_BLOOD_CELL_COUNT = 0.000))","((MAGNESIUM < 0.000) U[0,0] (Mort > 0.000))",0.68,0.02
14,"((ICU_Pt_Days < 0.000) U[0,0] (tte > 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
15,"((Mort < 0.000) U[0,0] (ICU_Pt_Days = 0.000))","((ICU_Pt_Days < 0.000) U[0,0] (y > 0.000))",0.28,0.04
