,LDP Rule,Client Rule,LDP Count,Client Count
0,"G[0,0]((LOS > 0.000 & LOS = 0.000))","G[0,0]((LOS > 0.000 & Mort < 0.000))",0.266,0.01
1,"F[0,0]((LOS < 0.000 -> LOS > 0.000))","F[0,0]((LOS < 0.000 -> TROPONIN_I > 0.000))",0.151,0.02
2,"F[0,0]((LOS < 0.000 -> LOS < 0.000))","F[0,0]((LOS < 0.000 -> y = 0.000))",0.151,0.03
3,"G[0,0]((LOS > 0.000 -> LOS = 0.000))","G[0,0]((LOS > 0.000 -> n_evts < 0.000))",0.648,0.04
4,"F[0,0]((LOS < 0.000 & LOS > 0.000))","F[0,0]((LOS < 0.000 & O2_Flow > 0.000))",0.192,0.02
5,"F[0,0]((LOS > 0.000 | LOS < 0.000))","F[0,0]((LOS > 0.000 | tte < 0.000))",0.123,0.01
6,"G[0,0]((LOS = 0.000 | LOS = 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
7,"G[0,0]((LOS > 0.000 -> LOS < 0.000))","G[0,0]((LOS > 0.000 -> n_evts < 0.000))",0.648,0.04
8,"F[0,0]((LOS > 0.000 -> LOS = 0.000))","F[0,0]((BLOOD_UREA_NITROGEN > 0.000 -> LOS < 0.000))",0.151,0.01
9,"G[0,0]((LOS < 0.000 & LOS > 0.000))","G[0,0]((LOS < 0.000 & s8_edrk > 0.000))",0.266,0.02
10,"G[0,0]((LOS = 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
11,"G[0,0]((LOS = 0.000 -> LOS < 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
12,"G[0,0]((LOS = 0.000 -> LOS = 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
13,"F[0,0]((LOS = 0.000 & LOS < 0.000))","F[0,0]((LOS < 0.000 & n_edrk < 0.000))",0.146,0.03
14,"G[0,0]((LOS = 0.000 | LOS < 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
15,"F[0,0]((LOS > 0.000 & LOS < 0.000))","F[0,0]((LOS > 0.000 & y = 0.000))",0.192,0.01
16,"G[0,0]((LOS < 0.000 -> LOS < 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
17,"G[0,0]((LOS > 0.000 | LOS < 0.000))","G[0,0]((CO2 > 0.000 | LOS < 0.000))",0.333,0.02
18,"G[0,0]((LOS > 0.000 & LOS > 0.000))","G[0,0]((dfa > 0.000 & LOS > 0.000))",0.189,0.02
19,"F[0,0]((LOS < 0.000 & LOS = 0.000))","F[0,0]((LOS < 0.000 & n_edrk < 0.000))",0.146,0.03
20,"G[0,0]((LOS < 0.000 | LOS < 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
21,"F[0,0]((LOS < 0.000 & LOS < 0.000))","F[0,0]((LOS < 0.000 & n_edrk < 0.000))",0.146,0.03
22,"F[0,0]((LOS = 0.000 & LOS = 0.000))","F[0,0]((LOS < 0.000 & n_edrk < 0.000))",0.146,0.03
23,"G[0,0]((LOS > 0.000 | LOS > 0.000))","G[0,0]((AF > 0.000 | LOS > 0.000))",0.333,0.02
24,"G[0,0]((LOS = 0.000 & LOS = 0.000))","G[0,0]((direct < 0.000 & LOS < 0.000))",0.266,0.03
25,"G[0,0]((LOS < 0.000 & LOS = 0.000))","G[0,0]((direct < 0.000 & LOS < 0.000))",0.266,0.03
26,"F[0,0]((LOS > 0.000 -> LOS > 0.000))","F[0,0]((lds > 0.000 -> LOS > 0.000))",0.077,0.01
27,"F[0,0]((LOS > 0.000 & LOS > 0.000))","F[0,0]((LOS > 0.000 & s8_edrk > 0.000))",0.192,0.02
28,"F[0,0]((LOS > 0.000 | LOS > 0.000))","F[0,0]((LOS > 0.000 | O2_Flow > 0.000))",0.123,0.02
29,"G[0,0]((LOS > 0.000 | LOS = 0.000))","G[0,0]((CO2 > 0.000 | LOS < 0.000))",0.333,0.02
30,"G[0,0]((LOS < 0.000 | LOS = 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
31,"G[0,0]((LOS = 0.000 & LOS > 0.000))","G[0,0]((LOS < 0.000 & s8_edrk > 0.000))",0.266,0.02
32,"F[0,0]((LOS = 0.000 & LOS > 0.000))","F[0,0]((LOS < 0.000 & O2_Flow > 0.000))",0.192,0.02
33,"G[0,0]((LOS < 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
34,"F[0,0]((LOS > 0.000 -> LOS < 0.000))","F[0,0]((BLOOD_UREA_NITROGEN > 0.000 -> LOS < 0.000))",0.151,0.01
35,"F[0,0]((LOS < 0.000 -> LOS = 0.000))","F[0,0]((LOS < 0.000 -> y = 0.000))",0.151,0.03
36,"F[0,0]((LOS > 0.000 & LOS = 0.000))","F[0,0]((LOS > 0.000 & y = 0.000))",0.192,0.01
37,"G[0,0]((LOS < 0.000 -> LOS = 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
