,LDP Rule,Client Rule,LDP Count,Client Count
0,"F[0,0]((direct < 0.000 & s2_hr < 0.000))","F[0,0]((direct < 0.000 & n_evts > 0.000))",0.083,0.02
1,"G[0,0]((LOS > 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
2,"F[0,0]((direct < 0.000 & AST_GOT = 0.000))","F[0,0]((direct < 0.000 & n_evts > 0.000))",0.083,0.02
3,"G[0,0]((death > 0.000 | LOS < 0.000))","G[0,0]((death > 0.000 | Resp < 0.000))",0.33,0.03
4,"F[0,0]((PCO2 = 0.000 -> AST_GOT < 0.000))","F[0,0]((PCO2 < 0.000 -> y = 0.000))",0.022,0.02
5,"G[0,0]((ICU_Pt_Days > 0.000 | MET < 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | s24_edrk > 0.000))",0.262,0.03
6,"G[0,0]((LOS < 0.000 -> Pulse > 0.000))","G[0,0]((n_evts > 0.000 -> Pulse > 0.000))",0.264,0.03
7,"G[0,0]((LOS < 0.000 -> MAGNESIUM = 0.000))","G[0,0]((LOS < 0.000 -> Temp > 0.000))",0.229,0.02
8,"G[0,0]((SpO2 = 0.000 -> LOS > 0.000))","G[0,0]((Glasgow_Coma_Scale_Total > 0.000 -> LOS > 0.000))",0.648,0.02
9,"G[0,0]((ICU_Pt_Days > 0.000 -> Mort > 0.000))","G[0,0]((Mort > 0.000 -> y < 0.000))",0.242,0.03
10,"G[0,0]((death > 0.000 | n_evts = 0.000))","G[0,0]((death > 0.000 | n_evts < 0.000))",0.443,0.01
11,"G[0,0]((LOS > 0.000 -> LOS < 0.000))","G[0,0]((LOS > 0.000 -> n_evts < 0.000))",0.648,0.04
12,"G[0,0]((LOS = 0.000 -> LOS = 0.000))","G[0,0]((cosen < 0.000 -> LOS < 0.000))",0.229,0.02
13,"G[0,0]((LOS < 0.000 & LOS > 0.000))","G[0,0]((LOS < 0.000 & s8_edrk > 0.000))",0.266,0.02
14,"G[0,0]((LOS = 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
15,"G[0,0]((SpO2 = 0.000 -> Pulse > 0.000))","G[0,0]((Pulse > 0.000 -> s2_edrk < 0.000))",0.264,0.02
16,"F[0,0]((n_edrk > 0.000 & AST_GOT = 0.000))","F[0,0]((AST_GOT < 0.000 & n_edrk < 0.000))",0.141,0.01
17,"G[0,0]((TOTAL_PROTEIN < 0.000 -> LOS = 0.000))","G[0,0]((HEMOGLOBIN > 0.000 -> LOS < 0.000))",0.229,0.01
18,"G[0,0]((SpO2 = 0.000 -> ALT_GPT < 0.000))","G[0,0]((BLOOD_UREA_NITROGEN < 0.000 -> SpO2 < 0.000))",0.156,0.01
19,"G[0,0]((LOS < 0.000 -> ALT_GPT < 0.000))","G[0,0]((LOS < 0.000 -> y < 0.000))",0.229,0.01
20,"G[0,0]((LOS = 0.000 | LOS < 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
21,"G[0,0]((LOS < 0.000 -> LOS > 0.000))","G[0,0]((n_evts < 0.000 -> LOS > 0.000))",0.648,1.0
22,"G[0,0]((TOTAL_PROTEIN < 0.000 -> Pulse > 0.000))","G[0,0]((dfa < 0.000 -> Pulse > 0.000))",0.264,0.01
23,"G[0,0]((LOS < 0.000 | Mort = 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.341,0.02
24,"G[0,0]((LOS > 0.000 & LOS > 0.000))","G[0,0]((dfa > 0.000 & LOS > 0.000))",0.189,0.02
25,"F[0,0]((direct < 0.000 & s24_hr > 0.000))","F[0,0]((direct > 0.000 & s24_hr > 0.000))",0.091,0.02
26,"G[0,0]((ICU_Pt_Days = 0.000 | n_evts = 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | n_evts < 0.000))",0.443,0.01
27,"G[0,0]((LOS = 0.000 -> LOS > 0.000))","G[0,0]((n_evts < 0.000 -> LOS > 0.000))",0.648,1.0
28,"G[0,0]((dfa < 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | PARTIAL_THROMBOPLASTIN_TIME < 0.000))",0.364,0.02
29,"F[0,0]((AST_GOT < 0.000 -> AST_GOT < 0.000))","F[0,0]((AST_GOT < 0.000 -> y = 0.000))",0.011,0.01
30,"G[0,0]((dfa < 0.000 | LOS > 0.000))","G[0,0]((lds > 0.000 | LOS > 0.000))",0.333,0.02
31,"G[0,0]((LOS < 0.000 | Mort < 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.341,0.02
32,"G[0,0]((ICU_Pt_Days > 0.000 -> LOS = 0.000))","G[0,0]((LOS < 0.000 -> Temp > 0.000))",0.242,0.02
33,"F[0,0]((LOS < 0.000 & AST_GOT = 0.000))","F[0,0]((direct > 0.000 & LOS < 0.000))",0.146,0.01
34,"G[0,0]((LOS > 0.000 | n_evts = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.443,0.04
35,"G[0,0]((LOS = 0.000 | Mort < 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.341,0.02
36,"G[0,0]((Pulse = 0.000 | Mort > 0.000))","G[0,0]((n_edrk < 0.000 | Pulse < 0.000))",0.261,0.02
37,"G[0,0]((Pulse = 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
38,"F[0,0]((LOS > 0.000 & s2_hr < 0.000))","F[0,0]((LOS > 0.000 & s2_hr < 0.000))",0.192,0.01
39,"G[0,0]((ICU_Pt_Days > 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
40,"G[0,0]((Pulse = 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | n_evts < 0.000))",0.262,0.02
41,"G[0,0]((SpO2 = 0.000 -> Mort > 0.000))","G[0,0]((Mort < 0.000 -> SpO2 > 0.000))",0.231,0.01
42,"G[0,0]((AF > 0.000 & LOS < 0.000))","G[0,0]((hr > 0.000 & LOS < 0.000))",0.266,0.01
43,"G[0,0]((PHOSPHORUS < 0.000 & HEMOGLOBIN > 0.000))","G[0,0]((GLUCOSE > 0.000 & HEMOGLOBIN > 0.000))",0.063,0.01
44,"G[0,0]((Pulse = 0.000 | Mort < 0.000))","G[0,0]((Mort < 0.000 | O2_Flow > 0.000))",0.341,0.02
45,"F[0,0]((LOS > 0.000 & AST_GOT = 0.000))","F[0,0]((GLUCOSE > 0.000 & LOS > 0.000))",0.192,0.01
46,"G[0,0]((death > 0.000 | LOS = 0.000))","G[0,0]((death > 0.000 | Resp < 0.000))",0.33,0.03
47,"G[0,0]((LOS < 0.000 & HEMOGLOBIN > 0.000))","G[0,0]((death < 0.000 & LOS < 0.000))",0.266,0.01
48,"G[0,0]((LOS < 0.000 | LOS = 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
49,"G[0,0]((LOS = 0.000 | Mort = 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.341,0.02
