,Rule,Percent Count
0,"((GLUCOSE >= 460.000) U[1,1] (GLUCOSE >= 432.765))",0.06079707797788243
1,"F[1,1]((Pulse >= 400.000 & Pulse >= 400.000))",0.05079707797788244
2,"((SpO2 <= 100.000) U[1,1] (SpO2 <= 100.000))",0.020797077977882435
3,"G[1,1]((LOS >= 100.305 -> n_evts <= 5.000))",0.3107970779778824
4,"G[1,1]((CHLORIDE <= 150.000 | CHLORIDE <= 150.000))",0.030797077977882434
5,"G[1,1]((PLATELET_COUNT <= 700.000 -> PLATELET_COUNT <= 700.000))",0.030797077977882434
6,"F[1,1]((CREATININE >= 10.000 & CREATININE >= 10.000))",0.2107970779778824
7,"G[1,1]((Glasgow_Coma_Scale_Total >= 15.000 -> Glasgow_Coma_Scale_Total >= 15.000))",0.10079707797788244
8,"G[1,1]((WHITE_BLOOD_CELL_COUNT <= 26.000 -> WHITE_BLOOD_CELL_COUNT <= 26.000))",0.06079707797788243
9,"G[1,1]((tte <= 100.000 | tte <= 100.000))",0.040797077977882436
10,"F[1,1]((y >= 0.872 & y >= 1.000))",0.3207970779778824
11,"((Temp <= 50.000) U[1,1] (Temp <= 50.000))",0.06079707797788243
12,"((LOS >= 122.000) U[1,1] (LOS >= 122.000))",0.2307970779778824
13,"G[1,1]((SBP <= 260.000 | SBP <= 260.000))",0.12079707797788243
14,"G[1,1]((Glasgow_Coma_Scale_Total >= 15.000 & Glasgow_Coma_Scale_Total >= 15.000))",0.13079707797788243
15,"F[1,1]((death >= 1.000 | death >= 1.000))",0.040797077977882436
16,"G[1,1]((POTASSIUM <= 10.000 | POTASSIUM <= 10.000))",0.020797077977882435
17,"G[1,1]((SBP <= 260.000 -> SBP <= 260.000))",0.14079707797788243
18,"((Resp <= 50.000) U[1,1] (Resp <= 50.000))",0.05079707797788244
19,"G[1,1]((LOS <= 122.000 -> LOS <= 122.000))",0.07079707797788243
20,"((LOS <= 114.309) U[1,1] (LOS <= 122.000))",0.1707970779778824
21,"G[1,1]((Temp >= 50.000 | Temp >= 50.000))",0.06079707797788243
22,"G[1,1]((Resp <= 50.000 -> Resp <= 50.000))",0.05079707797788244
23,"G[1,1]((death >= 1.000 | death >= 1.000))",0.030797077977882434
24,"G[1,1]((SpO2 <= 100.000 -> SpO2 <= 100.000))",0.030797077977882434
25,"G[1,1]((HEMOGLOBIN >= 25.000 | HEMOGLOBIN >= 25.000))",0.06079707797788243
26,"G[1,1]((Glasgow_Coma_Scale_Total >= 15.000 | Glasgow_Coma_Scale_Total >= 15.000))",0.11079707797788244
27,"((ICU_Pt_Days <= 120.000) U[1,1] (ICU_Pt_Days <= 120.000))",0.14079707797788243
28,"F[1,1]((death >= 0.994 & death >= 1.000))",0.18079707797788241
29,"F[1,1]((y >= 1.000 -> y >= 1.000))",0.2007970779778824
30,"G[1,1]((HEMOGLOBIN >= 25.000 -> HEMOGLOBIN >= 25.000))",0.08079707797788244
31,"G[1,1]((Pulse >= 400.000 -> Pulse >= 400.000))",0.09079707797788243
32,"((PLATELET_COUNT >= 700.000) U[1,1] (PLATELET_COUNT >= 700.000))",0.020797077977882435
33,"G[1,1]((Temp >= 50.000 -> Temp >= 50.000))",0.05079707797788244
34,"F[1,1]((O2_Flow >= 10.000 & O2_Flow >= 10.000))",0.16079707797788242
35,"((s8_hr <= 0.980) U[1,1] (s8_hr <= 1.000))",0.09079707797788243
36,"G[1,1]((SBP >= 260.000 | SBP >= 260.000))",0.10079707797788244
37,"((edrk <= 55.000) U[1,1] (edrk <= 55.000))",0.08079707797788244
38,"G[1,1]((n_evts >= 5.000 -> n_evts >= 5.000))",0.07079707797788243
